Sample,Predicted Label,Probability for Basic,Probability for Deluxe,Probability for King,Probability for Standard,Probability for Super Deluxe
1647,Standard,0.02,0.17,0.03,0.78,0.0
1648,King,0.01,0.08,0.64,0.27,0.0
1649,Deluxe,0.09,0.69,0.02,0.2,0.0
1650,King,0.01,0.08,0.64,0.27,0.0
1651,Standard,0.02,0.17,0.03,0.78,0.0
1652,Standard,0.02,0.17,0.03,0.78,0.0
1653,King,0.01,0.08,0.64,0.27,0.0
1654,Standard,0.02,0.17,0.03,0.78,0.0
1655,King,0.01,0.08,0.64,0.27,0.0
1656,King,0.01,0.08,0.64,0.27,0.0
1657,Standard,0.02,0.17,0.03,0.78,0.0
1658,King,0.01,0.08,0.64,0.27,0.0
1659,Standard,0.02,0.17,0.03,0.78,0.0
1660,Standard,0.02,0.17,0.03,0.78,0.0
1661,King,0.01,0.08,0.64,0.27,0.0
1662,King,0.01,0.08,0.64,0.27,0.0
1663,King,0.01,0.08,0.64,0.27,0.0
1664,King,0.01,0.08,0.64,0.27,0.0
1665,King,0.01,0.08,0.64,0.27,0.0
1666,King,0.01,0.08,0.64,0.27,0.0
1667,Standard,0.02,0.17,0.03,0.78,0.0
1668,Standard,0.02,0.17,0.03,0.78,0.0
1669,Standard,0.02,0.17,0.03,0.78,0.0
1670,King,0.01,0.08,0.64,0.27,0.0
1671,King,0.01,0.08,0.64,0.27,0.0
1672,Standard,0.02,0.17,0.03,0.78,0.0
1673,King,0.01,0.08,0.64,0.27,0.0
1674,King,0.01,0.08,0.64,0.27,0.0
1675,Standard,0.02,0.17,0.03,0.78,0.0
1676,Standard,0.02,0.17,0.03,0.78,0.0
1677,King,0.01,0.08,0.64,0.27,0.0
1678,King,0.01,0.08,0.64,0.27,0.0
1679,King,0.01,0.08,0.64,0.27,0.0
1680,King,0.01,0.08,0.64,0.27,0.0
1681,King,0.01,0.08,0.64,0.27,0.0
1682,King,0.01,0.08,0.64,0.27,0.0
1683,King,0.01,0.08,0.64,0.27,0.0
1684,King,0.01,0.08,0.64,0.27,0.0
1685,Deluxe,0.09,0.69,0.02,0.2,0.0
1686,King,0.01,0.08,0.64,0.27,0.0
1687,King,0.01,0.08,0.64,0.27,0.0
1688,King,0.01,0.08,0.64,0.27,0.0
1689,King,0.01,0.08,0.64,0.27,0.0
1690,Standard,0.02,0.17,0.03,0.78,0.0
1691,King,0.01,0.08,0.64,0.27,0.0
1692,King,0.01,0.08,0.64,0.27,0.0
1693,Standard,0.02,0.17,0.03,0.78,0.0
1694,Deluxe,0.09,0.69,0.02,0.2,0.0
1695,King,0.01,0.08,0.64,0.27,0.0
1696,Standard,0.02,0.17,0.03,0.78,0.0
1697,King,0.01,0.08,0.64,0.27,0.0
1698,King,0.01,0.08,0.64,0.27,0.0
1699,Standard,0.02,0.17,0.03,0.78,0.0
1700,King,0.01,0.08,0.64,0.27,0.0
1701,Deluxe,0.09,0.69,0.02,0.2,0.0
1702,Standard,0.02,0.17,0.03,0.78,0.0
1703,King,0.01,0.08,0.64,0.27,0.0
1704,Standard,0.02,0.17,0.03,0.78,0.0
1705,King,0.01,0.08,0.64,0.27,0.0
1706,King,0.01,0.08,0.64,0.27,0.0
1707,King,0.01,0.08,0.64,0.27,0.0
1708,Standard,0.02,0.17,0.03,0.78,0.0
1709,King,0.01,0.08,0.64,0.27,0.0
1710,Deluxe,0.09,0.69,0.02,0.2,0.0
1711,King,0.01,0.08,0.64,0.27,0.0
1712,King,0.01,0.08,0.64,0.27,0.0
1713,Standard,0.02,0.17,0.03,0.78,0.0
1714,King,0.01,0.08,0.64,0.27,0.0
1715,King,0.01,0.08,0.64,0.27,0.0
1716,Standard,0.02,0.17,0.03,0.78,0.0
1717,Standard,0.02,0.17,0.03,0.78,0.0
1718,King,0.01,0.08,0.64,0.27,0.0
1719,Standard,0.02,0.17,0.03,0.78,0.0
1720,King,0.01,0.08,0.64,0.27,0.0
1721,King,0.01,0.08,0.64,0.27,0.0
1722,Standard,0.02,0.17,0.03,0.78,0.0
1723,King,0.01,0.08,0.64,0.27,0.0
1724,Standard,0.02,0.17,0.03,0.78,0.0
1725,Standard,0.02,0.17,0.03,0.78,0.0
1726,Standard,0.02,0.17,0.03,0.78,0.0
1727,King,0.01,0.08,0.64,0.27,0.0
1728,King,0.01,0.08,0.64,0.27,0.0
1729,King,0.01,0.08,0.64,0.27,0.0
1730,Standard,0.02,0.17,0.03,0.78,0.0
1731,King,0.01,0.08,0.64,0.27,0.0
1732,Deluxe,0.09,0.69,0.02,0.2,0.0
1733,King,0.01,0.08,0.64,0.27,0.0
1734,Deluxe,0.09,0.69,0.02,0.2,0.0
1735,King,0.01,0.08,0.64,0.27,0.0
1736,Standard,0.02,0.17,0.03,0.78,0.0
1737,Standard,0.02,0.17,0.03,0.78,0.0
1738,King,0.01,0.08,0.64,0.27,0.0
1739,Standard,0.02,0.17,0.03,0.78,0.0
1740,King,0.01,0.08,0.64,0.27,0.0
1741,King,0.01,0.08,0.64,0.27,0.0
1742,King,0.01,0.08,0.64,0.27,0.0
1743,Standard,0.02,0.17,0.03,0.78,0.0
1744,King,0.01,0.08,0.64,0.27,0.0
1745,King,0.01,0.08,0.64,0.27,0.0
1746,Standard,0.02,0.17,0.03,0.78,0.0
1747,Deluxe,0.09,0.69,0.02,0.2,0.0
1748,King,0.01,0.08,0.64,0.27,0.0
1749,King,0.01,0.08,0.64,0.27,0.0
1750,King,0.01,0.08,0.64,0.27,0.0
1751,Standard,0.02,0.17,0.03,0.78,0.0
1752,Standard,0.02,0.17,0.03,0.78,0.0
1753,Deluxe,0.09,0.69,0.02,0.2,0.0
1754,King,0.01,0.08,0.64,0.27,0.0
1755,Standard,0.02,0.17,0.03,0.78,0.0
1756,King,0.01,0.08,0.64,0.27,0.0
1757,Standard,0.02,0.17,0.03,0.78,0.0
1758,King,0.01,0.08,0.64,0.27,0.0
1759,King,0.01,0.08,0.64,0.27,0.0
1760,Standard,0.02,0.17,0.03,0.78,0.0
1761,King,0.01,0.08,0.64,0.27,0.0
1762,King,0.01,0.08,0.64,0.27,0.0
1763,King,0.01,0.08,0.64,0.27,0.0
1764,Deluxe,0.09,0.69,0.02,0.2,0.0
1765,King,0.01,0.08,0.64,0.27,0.0
1766,Standard,0.02,0.17,0.03,0.78,0.0
1767,King,0.01,0.08,0.64,0.27,0.0
1768,Standard,0.02,0.17,0.03,0.78,0.0
1769,Standard,0.02,0.17,0.03,0.78,0.0
1770,Standard,0.02,0.17,0.03,0.78,0.0
1771,King,0.01,0.08,0.64,0.27,0.0
1772,King,0.01,0.08,0.64,0.27,0.0
1773,Standard,0.02,0.17,0.03,0.78,0.0
1774,King,0.01,0.08,0.64,0.27,0.0
1775,Standard,0.02,0.17,0.03,0.78,0.0
1776,Standard,0.02,0.17,0.03,0.78,0.0
1777,King,0.01,0.08,0.64,0.27,0.0
1778,Standard,0.02,0.17,0.03,0.78,0.0
1779,King,0.01,0.08,0.64,0.27,0.0
1780,Standard,0.02,0.17,0.03,0.78,0.0
1781,Deluxe,0.09,0.69,0.02,0.2,0.0
1782,King,0.01,0.08,0.64,0.27,0.0
1783,Standard,0.02,0.17,0.03,0.78,0.0
1784,Deluxe,0.09,0.69,0.02,0.2,0.0
1785,King,0.01,0.08,0.64,0.27,0.0
1786,King,0.01,0.08,0.64,0.27,0.0
1787,King,0.01,0.08,0.64,0.27,0.0
1788,Deluxe,0.09,0.69,0.02,0.2,0.0
1789,King,0.01,0.08,0.64,0.27,0.0
1790,Standard,0.02,0.17,0.03,0.78,0.0
1791,Standard,0.02,0.17,0.03,0.78,0.0
1792,Standard,0.02,0.17,0.03,0.78,0.0
1793,King,0.01,0.08,0.64,0.27,0.0
1794,King,0.01,0.08,0.64,0.27,0.0
1795,King,0.01,0.08,0.64,0.27,0.0
1796,Standard,0.02,0.17,0.03,0.78,0.0
1797,Standard,0.02,0.17,0.03,0.78,0.0
1798,Standard,0.02,0.17,0.03,0.78,0.0
1799,Standard,0.02,0.17,0.03,0.78,0.0
1800,King,0.01,0.08,0.64,0.27,0.0
1801,Standard,0.02,0.17,0.03,0.78,0.0
1802,King,0.01,0.08,0.64,0.27,0.0
1803,Standard,0.02,0.17,0.03,0.78,0.0
1804,King,0.01,0.08,0.64,0.27,0.0
1805,King,0.01,0.08,0.64,0.27,0.0
1806,Standard,0.02,0.17,0.03,0.78,0.0
1807,King,0.01,0.08,0.64,0.27,0.0
1808,Standard,0.02,0.17,0.03,0.78,0.0
1809,King,0.01,0.08,0.64,0.27,0.0
1810,Standard,0.02,0.17,0.03,0.78,0.0
1811,King,0.01,0.08,0.64,0.27,0.0
1812,King,0.01,0.08,0.64,0.27,0.0
1813,Standard,0.02,0.17,0.03,0.78,0.0
1814,Standard,0.02,0.17,0.03,0.78,0.0
1815,King,0.01,0.08,0.64,0.27,0.0
1816,Standard,0.02,0.17,0.03,0.78,0.0
1817,King,0.01,0.08,0.64,0.27,0.0
1818,King,0.01,0.08,0.64,0.27,0.0
1819,King,0.01,0.08,0.64,0.27,0.0
1820,Standard,0.02,0.17,0.03,0.78,0.0
1821,King,0.01,0.08,0.64,0.27,0.0
1822,Deluxe,0.09,0.69,0.02,0.2,0.0
1823,Deluxe,0.09,0.69,0.02,0.2,0.0
1824,King,0.01,0.08,0.64,0.27,0.0
1825,King,0.01,0.08,0.64,0.27,0.0
1826,King,0.01,0.08,0.64,0.27,0.0
1827,King,0.01,0.08,0.64,0.27,0.0
1828,King,0.01,0.08,0.64,0.27,0.0
1829,King,0.01,0.08,0.64,0.27,0.0
1830,Deluxe,0.09,0.69,0.02,0.2,0.0
1831,Standard,0.02,0.17,0.03,0.78,0.0
1832,Standard,0.02,0.17,0.03,0.78,0.0
1833,Deluxe,0.09,0.69,0.02,0.2,0.0
1834,King,0.01,0.08,0.64,0.27,0.0
1835,King,0.01,0.08,0.64,0.27,0.0
1836,Standard,0.02,0.17,0.03,0.78,0.0
1837,King,0.01,0.08,0.64,0.27,0.0
1838,King,0.01,0.08,0.64,0.27,0.0
1839,Deluxe,0.09,0.69,0.02,0.2,0.0
1840,Standard,0.02,0.17,0.03,0.78,0.0
1841,King,0.01,0.08,0.64,0.27,0.0
1842,King,0.01,0.08,0.64,0.27,0.0
1843,King,0.01,0.08,0.64,0.27,0.0
1844,Standard,0.02,0.17,0.03,0.78,0.0
1845,King,0.01,0.08,0.64,0.27,0.0
1846,King,0.01,0.08,0.64,0.27,0.0
1847,King,0.01,0.08,0.64,0.27,0.0
1848,King,0.01,0.08,0.64,0.27,0.0
1849,Standard,0.02,0.17,0.03,0.78,0.0
1850,King,0.01,0.08,0.64,0.27,0.0
1851,King,0.01,0.08,0.64,0.27,0.0
1852,King,0.01,0.08,0.64,0.27,0.0
1853,Deluxe,0.09,0.69,0.02,0.2,0.0
1854,King,0.01,0.08,0.64,0.27,0.0
1855,Standard,0.02,0.17,0.03,0.78,0.0
1856,King,0.01,0.08,0.64,0.27,0.0
1857,Standard,0.02,0.17,0.03,0.78,0.0
1858,Deluxe,0.09,0.69,0.02,0.2,0.0
1859,King,0.01,0.08,0.64,0.27,0.0
1860,King,0.01,0.08,0.64,0.27,0.0
1861,King,0.01,0.08,0.64,0.27,0.0
1862,Deluxe,0.09,0.69,0.02,0.2,0.0
1863,King,0.01,0.08,0.64,0.27,0.0
1864,King,0.01,0.08,0.64,0.27,0.0
1865,Standard,0.02,0.17,0.03,0.78,0.0
1866,Deluxe,0.09,0.69,0.02,0.2,0.0
1867,Standard,0.02,0.17,0.03,0.78,0.0
1868,King,0.01,0.08,0.64,0.27,0.0
1869,King,0.01,0.08,0.64,0.27,0.0
1870,Standard,0.02,0.17,0.03,0.78,0.0
1871,King,0.01,0.08,0.64,0.27,0.0
1872,Standard,0.02,0.17,0.03,0.78,0.0
1873,Standard,0.02,0.17,0.03,0.78,0.0
1874,Standard,0.02,0.17,0.03,0.78,0.0
1875,King,0.01,0.08,0.64,0.27,0.0
1876,King,0.01,0.08,0.64,0.27,0.0
1877,King,0.01,0.08,0.64,0.27,0.0
1878,Standard,0.02,0.17,0.03,0.78,0.0
1879,King,0.01,0.08,0.64,0.27,0.0
1880,King,0.01,0.08,0.64,0.27,0.0
1881,Standard,0.02,0.17,0.03,0.78,0.0
1882,King,0.01,0.08,0.64,0.27,0.0
1883,Deluxe,0.09,0.69,0.02,0.2,0.0
1884,King,0.01,0.08,0.64,0.27,0.0
1885,King,0.01,0.08,0.64,0.27,0.0
1886,Standard,0.02,0.17,0.03,0.78,0.0
1887,King,0.01,0.08,0.64,0.27,0.0
1888,Standard,0.02,0.17,0.03,0.78,0.0
1889,King,0.01,0.08,0.64,0.27,0.0
1890,King,0.01,0.08,0.64,0.27,0.0
1891,Standard,0.02,0.17,0.03,0.78,0.0
1892,King,0.01,0.08,0.64,0.27,0.0
1893,King,0.01,0.08,0.64,0.27,0.0
1894,King,0.01,0.08,0.64,0.27,0.0
1895,Standard,0.02,0.17,0.03,0.78,0.0
1896,King,0.01,0.08,0.64,0.27,0.0
1897,King,0.01,0.08,0.64,0.27,0.0
1898,Deluxe,0.09,0.69,0.02,0.2,0.0
1899,King,0.01,0.08,0.64,0.27,0.0
1900,Standard,0.02,0.17,0.03,0.78,0.0
1901,Deluxe,0.09,0.69,0.02,0.2,0.0
1902,King,0.01,0.08,0.64,0.27,0.0
1903,King,0.01,0.08,0.64,0.27,0.0
1904,King,0.01,0.08,0.64,0.27,0.0
1905,Standard,0.02,0.17,0.03,0.78,0.0
1906,King,0.01,0.08,0.64,0.27,0.0
1907,Deluxe,0.09,0.69,0.02,0.2,0.0
1908,King,0.01,0.08,0.64,0.27,0.0
1909,King,0.01,0.08,0.64,0.27,0.0
1910,King,0.01,0.08,0.64,0.27,0.0
1911,Standard,0.02,0.17,0.03,0.78,0.0
1912,King,0.01,0.08,0.64,0.27,0.0
1913,King,0.01,0.08,0.64,0.27,0.0
1914,Standard,0.02,0.17,0.03,0.78,0.0
1915,Standard,0.02,0.17,0.03,0.78,0.0
1916,King,0.01,0.08,0.64,0.27,0.0
1917,Deluxe,0.09,0.69,0.02,0.2,0.0
1918,King,0.01,0.08,0.64,0.27,0.0
1919,Standard,0.02,0.17,0.03,0.78,0.0
1920,King,0.01,0.08,0.64,0.27,0.0
1921,King,0.01,0.08,0.64,0.27,0.0
1922,Standard,0.02,0.17,0.03,0.78,0.0
1923,Standard,0.02,0.17,0.03,0.78,0.0
1924,Standard,0.02,0.17,0.03,0.78,0.0
1925,King,0.01,0.08,0.64,0.27,0.0
1926,Standard,0.02,0.17,0.03,0.78,0.0
1927,King,0.01,0.08,0.64,0.27,0.0
1928,Standard,0.02,0.17,0.03,0.78,0.0
1929,King,0.01,0.08,0.64,0.27,0.0
1930,King,0.01,0.08,0.64,0.27,0.0
1931,Standard,0.02,0.17,0.03,0.78,0.0
1932,Standard,0.02,0.17,0.03,0.78,0.0
1933,Standard,0.02,0.17,0.03,0.78,0.0
1934,King,0.01,0.08,0.64,0.27,0.0
1935,King,0.01,0.08,0.64,0.27,0.0
1936,King,0.01,0.08,0.64,0.27,0.0
1937,King,0.01,0.08,0.64,0.27,0.0
1938,Standard,0.02,0.17,0.03,0.78,0.0
1939,Standard,0.02,0.17,0.03,0.78,0.0
1940,King,0.01,0.08,0.64,0.27,0.0
1941,Standard,0.02,0.17,0.03,0.78,0.0
1942,Standard,0.02,0.17,0.03,0.78,0.0
1943,Standard,0.02,0.17,0.03,0.78,0.0
1944,King,0.01,0.08,0.64,0.27,0.0
1945,Standard,0.02,0.17,0.03,0.78,0.0
1946,King,0.01,0.08,0.64,0.27,0.0
1947,Standard,0.02,0.17,0.03,0.78,0.0
1948,Deluxe,0.09,0.69,0.02,0.2,0.0
1949,Standard,0.02,0.17,0.03,0.78,0.0
1950,Standard,0.02,0.17,0.03,0.78,0.0
1951,King,0.01,0.08,0.64,0.27,0.0
1952,King,0.01,0.08,0.64,0.27,0.0
1953,Deluxe,0.09,0.69,0.02,0.2,0.0
1954,Standard,0.02,0.17,0.03,0.78,0.0
1955,King,0.01,0.08,0.64,0.27,0.0
1956,King,0.01,0.08,0.64,0.27,0.0
1957,King,0.01,0.08,0.64,0.27,0.0
1958,Standard,0.02,0.17,0.03,0.78,0.0
1959,King,0.01,0.08,0.64,0.27,0.0
1960,King,0.01,0.08,0.64,0.27,0.0
1961,Standard,0.02,0.17,0.03,0.78,0.0
1962,King,0.01,0.08,0.64,0.27,0.0
1963,King,0.01,0.08,0.64,0.27,0.0
1964,King,0.01,0.08,0.64,0.27,0.0
1965,Standard,0.02,0.17,0.03,0.78,0.0
1966,King,0.01,0.08,0.64,0.27,0.0
1967,King,0.01,0.08,0.64,0.27,0.0
1968,Standard,0.02,0.17,0.03,0.78,0.0
1969,King,0.01,0.08,0.64,0.27,0.0
1970,King,0.01,0.08,0.64,0.27,0.0
1971,Standard,0.02,0.17,0.03,0.78,0.0
1972,King,0.01,0.08,0.64,0.27,0.0
1973,King,0.01,0.08,0.64,0.27,0.0
1974,Standard,0.02,0.17,0.03,0.78,0.0
1975,King,0.01,0.08,0.64,0.27,0.0
1976,Standard,0.02,0.17,0.03,0.78,0.0
1977,Standard,0.02,0.17,0.03,0.78,0.0
1978,Deluxe,0.09,0.69,0.02,0.2,0.0
1979,King,0.01,0.08,0.64,0.27,0.0
1980,King,0.01,0.08,0.64,0.27,0.0
1981,King,0.01,0.08,0.64,0.27,0.0
1982,King,0.01,0.08,0.64,0.27,0.0
1983,King,0.01,0.08,0.64,0.27,0.0
1984,Standard,0.02,0.17,0.03,0.78,0.0
1985,King,0.01,0.08,0.64,0.27,0.0
1986,Standard,0.02,0.17,0.03,0.78,0.0
1987,Standard,0.02,0.17,0.03,0.78,0.0
1988,Standard,0.02,0.17,0.03,0.78,0.0
1989,Standard,0.02,0.17,0.03,0.78,0.0
1990,Standard,0.02,0.17,0.03,0.78,0.0
1991,King,0.01,0.08,0.64,0.27,0.0
1992,King,0.01,0.08,0.64,0.27,0.0
1993,Standard,0.02,0.17,0.03,0.78,0.0
1994,King,0.01,0.08,0.64,0.27,0.0
1995,Standard,0.02,0.17,0.03,0.78,0.0
1996,Standard,0.02,0.17,0.03,0.78,0.0
1997,King,0.01,0.08,0.64,0.27,0.0
1998,Standard,0.02,0.17,0.03,0.78,0.0
1999,Standard,0.02,0.17,0.03,0.78,0.0
2000,Deluxe,0.09,0.69,0.02,0.2,0.0
2001,Standard,0.02,0.17,0.03,0.78,0.0
2002,King,0.01,0.08,0.64,0.27,0.0
2003,King,0.01,0.08,0.64,0.27,0.0
2004,Standard,0.02,0.17,0.03,0.78,0.0
2005,King,0.01,0.08,0.64,0.27,0.0
2006,King,0.01,0.08,0.64,0.27,0.0
2007,King,0.01,0.08,0.64,0.27,0.0
2008,King,0.01,0.08,0.64,0.27,0.0
2009,Standard,0.02,0.17,0.03,0.78,0.0
2010,King,0.01,0.08,0.64,0.27,0.0
2011,Standard,0.02,0.17,0.03,0.78,0.0
2012,Standard,0.02,0.17,0.03,0.78,0.0
2013,Standard,0.02,0.17,0.03,0.78,0.0
2014,Standard,0.02,0.17,0.03,0.78,0.0
2015,King,0.01,0.08,0.64,0.27,0.0
2016,Standard,0.02,0.17,0.03,0.78,0.0
2017,Standard,0.02,0.17,0.03,0.78,0.0
2018,King,0.01,0.08,0.64,0.27,0.0
2019,King,0.01,0.08,0.64,0.27,0.0
2020,King,0.01,0.08,0.64,0.27,0.0
2021,Standard,0.02,0.17,0.03,0.78,0.0
2022,King,0.01,0.08,0.64,0.27,0.0
2023,Standard,0.02,0.17,0.03,0.78,0.0
2024,King,0.01,0.08,0.64,0.27,0.0
2025,King,0.01,0.08,0.64,0.27,0.0
2026,King,0.01,0.08,0.64,0.27,0.0
2027,King,0.01,0.08,0.64,0.27,0.0
2028,King,0.01,0.08,0.64,0.27,0.0
2029,Standard,0.02,0.17,0.03,0.78,0.0
2030,King,0.01,0.08,0.64,0.27,0.0
2031,King,0.01,0.08,0.64,0.27,0.0
2032,King,0.01,0.08,0.64,0.27,0.0
2033,King,0.01,0.08,0.64,0.27,0.0
2034,King,0.01,0.08,0.64,0.27,0.0
2035,King,0.01,0.08,0.64,0.27,0.0
2036,King,0.01,0.08,0.64,0.27,0.0
2037,Deluxe,0.09,0.69,0.02,0.2,0.0
2038,King,0.01,0.08,0.64,0.27,0.0
2039,King,0.01,0.08,0.64,0.27,0.0
2040,Standard,0.02,0.17,0.03,0.78,0.0
2041,King,0.01,0.08,0.64,0.27,0.0
2042,Standard,0.02,0.17,0.03,0.78,0.0
2043,Standard,0.02,0.17,0.03,0.78,0.0
2044,King,0.01,0.08,0.64,0.27,0.0
2045,King,0.01,0.08,0.64,0.27,0.0
2046,King,0.01,0.08,0.64,0.27,0.0
2047,King,0.01,0.08,0.64,0.27,0.0
2048,King,0.01,0.08,0.64,0.27,0.0
2049,King,0.01,0.08,0.64,0.27,0.0
2050,King,0.01,0.08,0.64,0.27,0.0
2051,King,0.01,0.08,0.64,0.27,0.0
2052,Standard,0.02,0.17,0.03,0.78,0.0
2053,King,0.01,0.08,0.64,0.27,0.0
2054,King,0.01,0.08,0.64,0.27,0.0
2055,King,0.01,0.08,0.64,0.27,0.0
2056,King,0.01,0.08,0.64,0.27,0.0
2057,Standard,0.02,0.17,0.03,0.78,0.0
2058,Standard,0.02,0.17,0.03,0.78,0.0
2059,King,0.01,0.08,0.64,0.27,0.0
2060,Deluxe,0.09,0.69,0.02,0.2,0.0
2061,King,0.01,0.08,0.64,0.27,0.0
2062,King,0.01,0.08,0.64,0.27,0.0
2063,King,0.01,0.08,0.64,0.27,0.0
2064,King,0.01,0.08,0.64,0.27,0.0
2065,King,0.01,0.08,0.64,0.27,0.0
2066,King,0.01,0.08,0.64,0.27,0.0
2067,King,0.01,0.08,0.64,0.27,0.0
2068,Deluxe,0.09,0.69,0.02,0.2,0.0
2069,King,0.01,0.08,0.64,0.27,0.0
2070,Standard,0.02,0.17,0.03,0.78,0.0
2071,King,0.01,0.08,0.64,0.27,0.0
2072,King,0.01,0.08,0.64,0.27,0.0
2073,King,0.01,0.08,0.64,0.27,0.0
2074,King,0.01,0.08,0.64,0.27,0.0
2075,Standard,0.02,0.17,0.03,0.78,0.0
2076,Standard,0.02,0.17,0.03,0.78,0.0
2077,King,0.01,0.08,0.64,0.27,0.0
2078,Deluxe,0.09,0.69,0.02,0.2,0.0
2079,Standard,0.02,0.17,0.03,0.78,0.0
2080,King,0.01,0.08,0.64,0.27,0.0
2081,King,0.01,0.08,0.64,0.27,0.0
2082,King,0.01,0.08,0.64,0.27,0.0
2083,King,0.01,0.08,0.64,0.27,0.0
2084,Standard,0.02,0.17,0.03,0.78,0.0
2085,Deluxe,0.09,0.69,0.02,0.2,0.0
2086,Standard,0.02,0.17,0.03,0.78,0.0
2087,King,0.01,0.08,0.64,0.27,0.0
2088,King,0.01,0.08,0.64,0.27,0.0
2089,Standard,0.02,0.17,0.03,0.78,0.0
2090,Standard,0.02,0.17,0.03,0.78,0.0
2091,King,0.01,0.08,0.64,0.27,0.0
2092,Standard,0.02,0.17,0.03,0.78,0.0
2093,King,0.01,0.08,0.64,0.27,0.0
2094,King,0.01,0.08,0.64,0.27,0.0
2095,Standard,0.02,0.17,0.03,0.78,0.0
2096,King,0.01,0.08,0.64,0.27,0.0
2097,King,0.01,0.08,0.64,0.27,0.0
2098,King,0.01,0.08,0.64,0.27,0.0
2099,King,0.01,0.08,0.64,0.27,0.0
2100,Standard,0.02,0.17,0.03,0.78,0.0
2101,King,0.01,0.08,0.64,0.27,0.0
2102,Standard,0.02,0.17,0.03,0.78,0.0
2103,King,0.01,0.08,0.64,0.27,0.0
2104,Standard,0.02,0.17,0.03,0.78,0.0
2105,Standard,0.02,0.17,0.03,0.78,0.0
2106,Deluxe,0.09,0.69,0.02,0.2,0.0
2107,Standard,0.02,0.17,0.03,0.78,0.0
2108,Standard,0.02,0.17,0.03,0.78,0.0
2109,King,0.01,0.08,0.64,0.27,0.0
2110,King,0.01,0.08,0.64,0.27,0.0
2111,King,0.01,0.08,0.64,0.27,0.0
2112,King,0.01,0.08,0.64,0.27,0.0
2113,King,0.01,0.08,0.64,0.27,0.0
2114,King,0.01,0.08,0.64,0.27,0.0
2115,King,0.01,0.08,0.64,0.27,0.0
2116,Standard,0.02,0.17,0.03,0.78,0.0
2117,King,0.01,0.08,0.64,0.27,0.0
2118,Standard,0.02,0.17,0.03,0.78,0.0
2119,Standard,0.02,0.17,0.03,0.78,0.0
2120,Standard,0.02,0.17,0.03,0.78,0.0
2121,Standard,0.02,0.17,0.03,0.78,0.0
2122,King,0.01,0.08,0.64,0.27,0.0
2123,Standard,0.02,0.17,0.03,0.78,0.0
2124,King,0.01,0.08,0.64,0.27,0.0
2125,Standard,0.02,0.17,0.03,0.78,0.0
2126,King,0.01,0.08,0.64,0.27,0.0
2127,King,0.01,0.08,0.64,0.27,0.0
2128,Standard,0.02,0.17,0.03,0.78,0.0
2129,Standard,0.02,0.17,0.03,0.78,0.0
2130,Standard,0.02,0.17,0.03,0.78,0.0
2131,King,0.01,0.08,0.64,0.27,0.0
2132,King,0.01,0.08,0.64,0.27,0.0
2133,Standard,0.02,0.17,0.03,0.78,0.0
2134,Standard,0.02,0.17,0.03,0.78,0.0
2135,King,0.01,0.08,0.64,0.27,0.0
2136,Standard,0.02,0.17,0.03,0.78,0.0
2137,Standard,0.02,0.17,0.03,0.78,0.0
2138,Standard,0.02,0.17,0.03,0.78,0.0
2139,Standard,0.02,0.17,0.03,0.78,0.0
2140,King,0.01,0.08,0.64,0.27,0.0
2141,Standard,0.02,0.17,0.03,0.78,0.0
2142,King,0.01,0.08,0.64,0.27,0.0
2143,King,0.01,0.08,0.64,0.27,0.0
2144,King,0.01,0.08,0.64,0.27,0.0
2145,Deluxe,0.09,0.69,0.02,0.2,0.0
2146,King,0.01,0.08,0.64,0.27,0.0
2147,Standard,0.02,0.17,0.03,0.78,0.0
2148,Standard,0.02,0.17,0.03,0.78,0.0
2149,Deluxe,0.09,0.69,0.02,0.2,0.0
2150,Standard,0.02,0.17,0.03,0.78,0.0
2151,King,0.01,0.08,0.64,0.27,0.0
2152,King,0.01,0.08,0.64,0.27,0.0
2153,King,0.01,0.08,0.64,0.27,0.0
2154,King,0.01,0.08,0.64,0.27,0.0
2155,King,0.01,0.08,0.64,0.27,0.0
2156,King,0.01,0.08,0.64,0.27,0.0
2157,Standard,0.02,0.17,0.03,0.78,0.0
2158,King,0.01,0.08,0.64,0.27,0.0
2159,Standard,0.02,0.17,0.03,0.78,0.0
2160,Standard,0.02,0.17,0.03,0.78,0.0
2161,King,0.01,0.08,0.64,0.27,0.0
2162,King,0.01,0.08,0.64,0.27,0.0
2163,King,0.01,0.08,0.64,0.27,0.0
2164,King,0.01,0.08,0.64,0.27,0.0
2165,King,0.01,0.08,0.64,0.27,0.0
2166,King,0.01,0.08,0.64,0.27,0.0
2167,King,0.01,0.08,0.64,0.27,0.0
2168,King,0.01,0.08,0.64,0.27,0.0
2169,King,0.01,0.08,0.64,0.27,0.0
2170,Standard,0.02,0.17,0.03,0.78,0.0
2171,King,0.01,0.08,0.64,0.27,0.0
2172,King,0.01,0.08,0.64,0.27,0.0
2173,King,0.01,0.08,0.64,0.27,0.0
2174,Standard,0.02,0.17,0.03,0.78,0.0
2175,Standard,0.02,0.17,0.03,0.78,0.0
2176,King,0.01,0.08,0.64,0.27,0.0
2177,King,0.01,0.08,0.64,0.27,0.0
2178,Standard,0.02,0.17,0.03,0.78,0.0
2179,King,0.01,0.08,0.64,0.27,0.0
2180,Standard,0.02,0.17,0.03,0.78,0.0
2181,King,0.01,0.08,0.64,0.27,0.0
2182,Deluxe,0.09,0.69,0.02,0.2,0.0
